File,relative_dirname,ID,Level,Status,Details,pci_dss,gpg13,GDPR,HIPAA,nist_800_53,tsc,mitre,Groups,Description
0315-apparmor_rules.xml,ruleset/rules,52001,0,enabled,"{""if_sid"":""52000"",""status"":{""pattern"":""ALLOWED|STATUS""}}",[],[],[],[],[],[],[],"[""local"",""syslog"",""apparmor""]",Apparmor Ignore ALLOWED or STATUS
0130-trend-osce_rules.xml,ruleset/rules,7600,0,enabled,"{""decoded_as"":""trend-osce""}",[],[],[],[],[],[],[],"[""trend_micro"",""ocse""]",Grouping of Trend OSCE rules.
0245-web_rules.xml,ruleset/rules,31100,0,enabled,"{""category"":""web-log""}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Access log messages grouped.
0245-web_rules.xml,ruleset/rules,31108,0,enabled,"{""if_sid"":""31100"",""id"":{""pattern"":""^2|^3""},""compiled_rule"":""is_simple_http_request""}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Ignored URLs (simple queries).
0245-web_rules.xml,ruleset/rules,31102,0,enabled,"{""if_sid"":""31101"",""url"":{""pattern"":"".jpg$|.gif$|favicon.ico$|.png$|robots.txt$|.css$|.js$|.jpeg$""},""compiled_rule"":""is_simple_http_request""}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Ignored extensions on 400 error codes.
0245-web_rules.xml,ruleset/rules,31107,0,enabled,"{""if_sid"":""31103, 31104, 31105"",""url"":{""pattern"":""^/search.php?search=|^/index.php?searchword=""}}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Ignored URLs for the web attacks
0245-web_rules.xml,ruleset/rules,31140,0,enabled,"{""if_sid"":""31101"",""compiled_rule"":""is_valid_crawler""}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Ignoring google/msn/yahoo bots.
0245-web_rules.xml,ruleset/rules,31141,0,enabled,"{""if_sid"":""31101"",""id"":{""pattern"":""^499""}}",[],[],[],[],[],[],[],"[""web"",""accesslog""]",Ignored 499's on nginx.
0830-sysmon_id_11.xml,ruleset/rules,92216,0,enabled,"{""if_group"":""sysmon_event_11"",""win.eventdata.targetFilename"":{""pattern"":""(?i)[c-z]:\\\\\\\\(Windows\\\\\\\\Temp|Users).+\\.tmp"",""type"":""pcre2""},""win.eventdata.image"":{""pattern"":""(?i)\\\\powershell\\.exe"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],"[""T1105"",""T1059.001""]","[""sysmon"",""sysmon_eid11_detections"",""windows""]",Powershell created a new temporary file $(win.eventdata.targetFilename) under Windows Temp or User folder
0480-qualysguard_rules.xml,ruleset/rules,86900,0,enabled,"{""decoded_as"":""qualysguard""}",[],[],[],[],[],[],[],"[""qualysguard""]",Qualysguard messages grouped.
0330-sysmon_rules.xml,ruleset/rules,184665,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(1)""}}",[],[],[],[],[],[],[],"[""sysmon_event1"",""sysmon""]",Sysmon - Event 1
0330-sysmon_rules.xml,ruleset/rules,185000,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(2)""}}",[],[],[],[],[],[],[],"[""sysmon_event2"",""sysmon""]",Sysmon - Event 2
0330-sysmon_rules.xml,ruleset/rules,185001,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(3)""}}",[],[],[],[],[],[],[],"[""sysmon_event3"",""sysmon""]",Sysmon - Event 3
0330-sysmon_rules.xml,ruleset/rules,185002,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(4)""}}",[],[],[],[],[],[],[],"[""sysmon_event4"",""sysmon""]",Sysmon - Event 4
0330-sysmon_rules.xml,ruleset/rules,185003,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(5)""}}",[],[],[],[],[],[],[],"[""sysmon_event5"",""sysmon""]",Sysmon - Event 5
0330-sysmon_rules.xml,ruleset/rules,185004,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(6)""}}",[],[],[],[],[],[],[],"[""sysmon_event6"",""sysmon""]",Sysmon - Event 6
0330-sysmon_rules.xml,ruleset/rules,185005,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(7)""}}",[],[],[],[],[],[],[],"[""sysmon_event7"",""sysmon""]",Sysmon - Event 7
0330-sysmon_rules.xml,ruleset/rules,185006,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(8)""}}",[],[],[],[],[],[],[],"[""sysmon_event8"",""sysmon""]",Sysmon - Event 8
0330-sysmon_rules.xml,ruleset/rules,185007,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(9)""}}",[],[],[],[],[],[],[],"[""sysmon_event9"",""sysmon""]",Sysmon - Event 9
0330-sysmon_rules.xml,ruleset/rules,185008,0,enabled,"{""if_sid"":""18101"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(10)""}}",[],[],[],[],[],[],[],"[""sysmon_event_10"",""sysmon""]",Sysmon - Event 10
0330-sysmon_rules.xml,ruleset/rules,185009,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(11)""}}",[],[],[],[],[],[],[],"[""sysmon_event_11"",""sysmon""]",Sysmon - Event 11
0330-sysmon_rules.xml,ruleset/rules,185010,0,enabled,"{""if_sid"":""18101"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(12)""}}",[],[],[],[],[],[],[],"[""sysmon_event_12"",""sysmon""]",Sysmon - Event 12
0330-sysmon_rules.xml,ruleset/rules,185011,0,enabled,"{""if_sid"":""18101"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(13)""}}",[],[],[],[],[],[],[],"[""sysmon_event_13"",""sysmon""]",Sysmon - Event 13
0330-sysmon_rules.xml,ruleset/rules,185012,0,enabled,"{""if_sid"":""18101"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(14)""}}",[],[],[],[],[],[],[],"[""sysmon_event_14"",""sysmon""]",Sysmon - Event 14
0330-sysmon_rules.xml,ruleset/rules,185013,0,enabled,"{""if_sid"":""18100"",""match"":{""pattern"":""Microsoft-Windows-Sysmon/Operational: INFORMATION(15)""}}",[],[],[],[],[],[],[],"[""sysmon_event_15"",""sysmon""]",Sysmon - Event 15
0330-sysmon_rules.xml,ruleset/rules,184667,0,enabled,"{""if_sid"":""184666"",""sysmon.parentImage"":{""pattern"":""\\\\services.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - svchost.exe
0330-sysmon_rules.xml,ruleset/rules,184677,0,enabled,"{""if_sid"":""184676"",""sysmon.parentImage"":{""pattern"":""wininit.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - lsm.exe
0330-sysmon_rules.xml,ruleset/rules,184687,0,enabled,"{""if_sid"":""184686"",""sysmon.parentImage"":{""pattern"":""smss.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - csrss.exe
0330-sysmon_rules.xml,ruleset/rules,184697,0,enabled,"{""if_sid"":""184696"",""sysmon.parentImage"":{""pattern"":""wininit.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - lsass.exe
0330-sysmon_rules.xml,ruleset/rules,184707,0,enabled,"{""if_sid"":""184706"",""sysmon.parentImage"":{""pattern"":""smss.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - winlogon.exe
0330-sysmon_rules.xml,ruleset/rules,184717,0,enabled,"{""if_sid"":""184716"",""sysmon.parentImage"":{""pattern"":""smss.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - wininit.exe
0330-sysmon_rules.xml,ruleset/rules,184727,0,enabled,"{""if_sid"":""184726"",""sysmon.parentImage"":{""pattern"":""system""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - smss.exe
0330-sysmon_rules.xml,ruleset/rules,184737,0,enabled,"{""if_sid"":""184736"",""sysmon.parentImage"":{""pattern"":""services.exe|svchost.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - taskhost.exe
0330-sysmon_rules.xml,ruleset/rules,184747,0,enabled,"{""if_sid"":""184746"",""sysmon.parentImage"":{""pattern"":""wininit.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - services.exe
0330-sysmon_rules.xml,ruleset/rules,184767,0,enabled,"{""if_sid"":""184766"",""sysmon.parentImage"":{""pattern"":""svchost.exe|services.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - dllhost.exe
0330-sysmon_rules.xml,ruleset/rules,184777,0,enabled,"{""if_sid"":""184776"",""sysmon.parentImage"":{""pattern"":""userinit.exe""}}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_process-anomalies""]",Sysmon - Legitimate Parent Image - explorer.exe
0065-pix_rules.xml,ruleset/rules,4300,0,enabled,"{""decoded_as"":""pix"",""category"":""firewall""}",[],[],[],[],[],[],[],"[""syslog"",""pix""]",Grouping of PIX rules
0065-pix_rules.xml,ruleset/rules,4314,0,enabled,"{""if_sid"":""4300"",""id"":{""pattern"":""^5-|^6-""}}",[],[],[],[],[],[],[],"[""syslog"",""pix""]",PIX notification/informational message.
0065-pix_rules.xml,ruleset/rules,4315,0,enabled,"{""if_sid"":""4300"",""id"":{""pattern"":""^7-""}}",[],[],[],[],[],[],[],"[""syslog"",""pix""]",PIX debug message.
0025-sendmail_rules.xml,ruleset/rules,3100,0,enabled,"{""decoded_as"":""sendmail-reject""}",[],[],[],[],[],[],[],"[""syslog"",""sendmail""]",Grouping of the sendmail rules.
0025-sendmail_rules.xml,ruleset/rules,3101,0,enabled,"{""noalert"":""1"",""if_sid"":""3100"",""match"":{""pattern"":""reject=""}}",[],[],[],[],[],[],[],"[""syslog"",""sendmail""]",Grouping of the sendmail reject rules.
0025-sendmail_rules.xml,ruleset/rules,3190,0,enabled,"{""decoded_as"":""smf-sav-reject""}",[],[],[],[],[],[],[],"[""smf-sav"",""syslog"",""sendmail""]",Grouping of the smf-sav sendmail milter rules.
0675-panda-paps_rules.xml,ruleset/rules,64200,0,enabled,"{""decoded_as"":""paps""}",[],[],[],[],[],[],[],"[""paps""]",PANDA Antivirus event.
0800-sysmon_id_1.xml,ruleset/rules,92025,0,enabled,"{""if_group"":""sysmon_event1"",""win.eventdata.originalFileName"":{""pattern"":""(?i)reg.EXE"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],"[""T1112"",""T1012""]","[""sysmon"",""sysmon_eid1_detections"",""windows""]",Reg.exe execution
0800-sysmon_id_1.xml,ruleset/rules,92028,0,enabled,"{""if_group"":""sysmon_event1"",""win.eventdata.commandLine"":{""pattern"":""(?i)\\.(bat|cmd|lnk|pif|vbs|vbe|js|wsh|ps1)"",""type"":""pcre2""},""win.eventdata.originalFileName"":{""pattern"":""(?i)powershell\\.exe$"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],"[""T1059.001""]","[""sysmon"",""sysmon_eid1_detections"",""windows""]",Powershell executed script
0800-sysmon_id_1.xml,ruleset/rules,92042,0,enabled,"{""if_group"":""sysmon_event1"",""win.eventdata.originalFileName"":{""pattern"":""(?i)netsh.EXE"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""sysmon"",""sysmon_eid1_detections"",""windows""]",Netsh command invoked
0800-sysmon_id_1.xml,ruleset/rules,92069,0,enabled,"{""if_group"":""sysmon_event1"",""win.eventdata.parentImage"":{""pattern"":""(?i)WmiPrvSE\\.exe"",""type"":""pcre2""},""options"":""no_full_log""}",[],[],[],[],[],[],"[""T1047""]","[""sysmon"",""sysmon_eid1_detections"",""windows""]",Windows management instrumentation started a process
0450-mongodb_rules.xml,ruleset/rules,85750,0,enabled,"{""decoded_as"":""mongodb""}",[],[],[],[],[],[],[],"[""mongodb""]",MongoDB messages
0450-mongodb_rules.xml,ruleset/rules,85754,0,enabled,"{""if_sid"":""85750"",""mongodb.severity"":{""pattern"":""D""}}",[],[],[],[],[],[],[],"[""mongodb""]",MongoDB: Debug message
0640-junos_rules.xml,ruleset/rules,67100,0,enabled,"{""decoded_as"":""junos-ids""}",[],[],[],[],[],[],[],"[""junos-ids"",""junos"",""rsyslog""]",Junos IDS
0640-junos_rules.xml,ruleset/rules,67102,0,enabled,"{""decoded_as"":""junos-rt-flow""}",[],[],[],[],[],[],[],"[""rsyslog"",""junos"",""junos-rtflow""]",Junos RT Flow
0395-hp_rules.xml,ruleset/rules,81700,0,enabled,"{""decoded_as"":""hp_5500""}",[],[],[],[],[],[],[],"[""hp"",""hp5500""]",HP 5500 EI messages grouped.
0395-hp_rules.xml,ruleset/rules,81707,0,enabled,"{""if_sid"":""81700"",""id"":{""pattern"":""6""}}",[],[],[],[],[],[],[],"[""hp-informational"",""hp"",""hp5500""]",HP 5500 EI - Informational event
0395-hp_rules.xml,ruleset/rules,81708,0,enabled,"{""if_sid"":""81700"",""id"":{""pattern"":""7""}}",[],[],[],[],[],[],[],"[""hp-debug"",""hp"",""hp5500""]",HP 5500 EI - Debug event
0085-pam_rules.xml,ruleset/rules,5500,0,enabled,"{""noalert"":""1"",""decoded_as"":""pam""}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",Grouping of the pam_unix rules.
0085-pam_rules.xml,ruleset/rules,5521,0,enabled,"{""if_sid"":""5501"",""program_name"":{""pattern"":""^CRON$""},""match"":{""pattern"":""^pam_unix(cron:session): session opened for user ""}}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",PAM: Ignoring Annoying Ubuntu/debian cron login events.
0085-pam_rules.xml,ruleset/rules,5522,0,enabled,"{""if_sid"":""5502"",""program_name"":{""pattern"":""^CRON$""},""match"":{""pattern"":""^pam_unix(cron:session): session closed for user ""}}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",PAM: Ignoring Annoying Ubuntu/debian cron login events.
0085-pam_rules.xml,ruleset/rules,5523,0,enabled,"{""if_sid"":""5504"",""regex"":{""pattern"":""^pam_unix\\S+: check pass; user unknown$""}}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",PAM: Ignoring events with a user or a password.
0085-pam_rules.xml,ruleset/rules,5552,0,enabled,"{""if_sid"":""5500"",""match"":{""pattern"":""gdm:auth): conversation failed""}}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",PAM and gdm are not playing nicely.
0085-pam_rules.xml,ruleset/rules,5556,0,enabled,"{""decoded_as"":""unix_chkpwd""}",[],[],[],[],[],[],[],"[""pam"",""syslog""]",unix_chkpwd grouping.
0115-arpwatch_rules.xml,ruleset/rules,7200,0,enabled,"{""noalert"":""1"",""decoded_as"":""arpwatch""}",[],[],[],[],[],[],[],"[""syslog"",""arpwatch""]",Arpwatch messages grouped.
0115-arpwatch_rules.xml,ruleset/rules,7205,0,enabled,"{""if_sid"":""7200"",""match"":{""pattern"":""bad interface eth0|exiting|Running as ""}}",[],[],[],[],[],[],[],"[""syslog"",""arpwatch""]",Arpwatch: startup/exiting messages.
0115-arpwatch_rules.xml,ruleset/rules,7206,0,enabled,"{""if_sid"":""7200"",""match"":{""pattern"":""sent bad addr len""}}",[],[],[],[],[],[],[],"[""syslog"",""arpwatch""]",Arpwatch: detected bad address len (ignored).
0391-fortigate_rules.xml,ruleset/rules,81600,0,enabled,"{""decoded_as"":""fortigate-firewall-v3""}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",Fortigate v3 messages grouped.
0391-fortigate_rules.xml,ruleset/rules,81601,0,enabled,"{""decoded_as"":""fortigate-firewall-v4""}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",Fortigate v4 messages grouped.
0391-fortigate_rules.xml,ruleset/rules,81602,0,enabled,"{""decoded_as"":""fortigate-firewall-v5""}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",Fortigate v5 messages grouped.
0391-fortigate_rules.xml,ruleset/rules,81641,0,enabled,"{""decoded_as"":""fortigate-firewall-v6""}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",Fortigate v6 messages grouped.
0391-fortigate_rules.xml,ruleset/rules,81603,0,enabled,"{""if_sid"":""81600,81601,81602,81641""}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",Fortigate messages grouped.
0391-fortigate_rules.xml,ruleset/rules,44600,0,enabled,"{""if_sid"":""44400"",""devid"":{""pattern"":""^FG\\S+|^FGT\\S+""}}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",FortiGate rules.
0391-fortigate_rules.xml,ruleset/rules,44622,0,enabled,"{""if_sid"":""44600"",""type"":{""pattern"":""^utm$""}}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",FortiGate: UTM logs.
0391-fortigate_rules.xml,ruleset/rules,44627,0,enabled,"{""if_sid"":""44600"",""subtype"":{""pattern"":""^ips$""}}",[],[],[],[],[],[],[],"[""fortigate"",""syslog""]",FortiGate: IPS logs.
0270-web_appsec_rules.xml,ruleset/rules,31511,0,enabled,"{""if_sid"":""31100"",""match"":{""pattern"":""\"" \""Wget/""}}","[""6.5"",""11.4""]",[],"[""IV_35.7.d""]",[],"[""SA.11"",""SI.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",[],"[""web"",""appsec"",""attack""]",Blacklisted user agent (wget).
0270-web_appsec_rules.xml,ruleset/rules,31531,0,enabled,"{""if_sid"":""31530"",""url"":{""pattern"":""/wp-admin/|/administrator/|/admin/""}}",[],[],[],[],[],[],[],"[""web"",""appsec"",""attack""]",Ignoring often post requests inside /wp-admin and /admin.
0105-asterisk_rules.xml,ruleset/rules,6200,0,enabled,"{""decoded_as"":""asterisk""}",[],[],[],[],[],[],[],"[""syslog"",""asterisk""]",Asterisk messages grouped.
0105-asterisk_rules.xml,ruleset/rules,6201,0,enabled,"{""if_sid"":""6200"",""match"":{""pattern"":""^NOTICE""}}",[],"[""4.12""]",[],[],[],[],[],"[""syslog"",""asterisk""]",Asterisk notice messages grouped.
0170-ftpd_rules.xml,ruleset/rules,11100,0,enabled,"{""noalert"":""1"",""decoded_as"":""ftpd""}",[],[],[],[],[],[],[],"[""syslog"",""ftpd""]",Grouping for the ftpd rules.
0170-ftpd_rules.xml,ruleset/rules,11102,0,enabled,"{""if_sid"":""11100"",""match"":{""pattern"":"" created ""}}",[],[],[],[],[],[],[],"[""syslog"",""ftpd""]",FTPD: File created via FTP
0170-ftpd_rules.xml,ruleset/rules,11103,0,enabled,"{""if_sid"":""11100"",""match"":{""pattern"":"" deleted ""}}",[],[],[],[],[],[],[],"[""syslog"",""ftpd""]",FTPD: File deleted via FTP
0170-ftpd_rules.xml,ruleset/rules,11104,0,enabled,"{""if_sid"":""11100"",""match"":{""pattern"":""FTPD: IMPORT file""}}",[],[],[],[],[],[],[],"[""syslog"",""ftpd""]",FTPD: User uploaded a file to server.
0170-ftpd_rules.xml,ruleset/rules,11105,0,enabled,"{""if_sid"":""11100"",""match"":{""pattern"":""FTPD: EXPORT file""}}",[],[],[],[],[],[],[],"[""syslog"",""ftpd""]",FTPD: User downloaded a file to server.
0100-solaris_bsm_rules.xml,ruleset/rules,6100,0,enabled,"{""decoded_as"":""solaris_bsm""}",[],[],[],[],[],[],[],"[""syslog"",""solaris_bsm""]",Solaris BSM Auditing messages grouped.
0100-solaris_bsm_rules.xml,ruleset/rules,6102,0,enabled,"{""if_sid"":""6100"",""status"":{""pattern"":""^ok""}}",[],[],[],[],[],[],[],"[""syslog"",""solaris_bsm""]",Solaris: Auditing session succeeded.
0375-usb_rules.xml,ruleset/rules,81100,0,enabled,"{""decoded_as"":""kernel"",""id"":{""pattern"":""usb""}}",[],[],[],[],[],[],[],"[""usb""]",USB messages grouped.
0335-unbound_rules.xml,ruleset/rules,500000,0,enabled,"{""decoded_as"":""unbound""}",[],[],[],[],[],[],[],"[""syslog"",""unbound""]",Unbound grouping.
0335-unbound_rules.xml,ruleset/rules,500002,0,enabled,"{""if_sid"":""500000"",""match"":{""pattern"":"" info: ""}}",[],[],[],[],[],[],[],"[""syslog"",""unbound""]",Unbound: Info grouping.
0335-unbound_rules.xml,ruleset/rules,500101,0,enabled,"{""if_sid"":""500002"",""match"":{""pattern"":"" A IN$""}}",[],[],[],[],[],[],[],"[""syslog"",""unbound""]",Unbound: DNS A request.
0335-unbound_rules.xml,ruleset/rules,500102,0,enabled,"{""if_sid"":""500002"",""match"":{""pattern"":"" AAAA IN$""}}",[],[],[],[],[],[],[],"[""syslog"",""unbound""]",Unbound: DNS AAAA request.
0090-telnetd_rules.xml,ruleset/rules,5600,0,enabled,"{""noalert"":""1"",""decoded_as"":""telnetd""}",[],[],[],[],[],[],[],"[""syslog"",""telnetd""]",Grouping for the telnetd rules
0620-win-generic_rules.xml,ruleset/rules,64100,0,enabled,"{""if_sid"":""60009,60010,60011,60012"",""win.system.channel"":{""pattern"":""^File Replication Service$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""windows""]",Group of Windows rules for Remote Access
0620-win-generic_rules.xml,ruleset/rules,64104,0,enabled,"{""if_sid"":""60009,60010,60011,60012"",""win.system.channel"":{""pattern"":""^Microsoft-Windows-TerminalServices-Gateway/Operational$""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""windows""]",Group of Windows rules for Terminal Services
0620-win-generic_rules.xml,ruleset/rules,64106,0,enabled,"{""if_sid"":""64105"",""win.system.message"":{""pattern"":""\\.*The database engine has successfully completed recovery steps|The database engine is initiating recovery steps|A missing flash device has reappeared""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""windows""]",Ignore rule 64105: not related to TS Gateway
0400-openvpn_rules.xml,ruleset/rules,81800,0,enabled,"{""decoded_as"":""openvpn""}",[],[],[],[],[],[],[],"[""openvpn""]",OpenVPN messages grouped.
0410-imperva_rules.xml,ruleset/rules,82000,0,enabled,"{""decoded_as"":""imperva""}",[],[],[],[],[],[],[],"[""imperva""]",Imperva messages grouped.
0160-vmpop3d_rules.xml,ruleset/rules,9800,0,enabled,"{""noalert"":""1"",""decoded_as"":""vm-pop3d""}",[],[],[],[],[],[],[],"[""syslog"",""vm-pop3d""]",Grouping for the vm-pop3d rules.
0200-smbd_rules.xml,ruleset/rules,13100,0,enabled,"{""noalert"":""1"",""decoded_as"":""smbd""}",[],[],[],[],[],[],[],"[""syslog"",""smbd""]",Grouping for the smbd rules.
0200-smbd_rules.xml,ruleset/rules,13101,0,enabled,"{""if_sid"":""13100"",""match"":{""pattern"":""getpeername failed. Error was Transport endpoint""}}",[],[],[],[],[],[],[],"[""syslog"",""smbd""]",Samba network problems.
0200-smbd_rules.xml,ruleset/rules,13103,0,enabled,"{""if_sid"":""13100"",""match"":{""pattern"":""Connection reset by peer""}}",[],[],[],[],[],[],[],"[""syslog"",""smbd""]",Samba network problems.
0200-smbd_rules.xml,ruleset/rules,13106,0,enabled,"{""noalert"":""1"",""decoded_as"":""nmbd""}",[],[],[],[],[],[],[],"[""syslog"",""smbd""]",Grouping for the nmbd rules.
0750-github_rules.xml,ruleset/rules,91100,0,enabled,"{""decoded_as"":""json"",""integration"":{""pattern"":""github""},""options"":""no_full_log""}",[],[],[],[],[],[],[],"[""github"",""git""]",GitHub alert.
0990-amazon-security-lake_rules.xml,ruleset/rules,99000,0,enabled,"{""decoded_as"":""json"",""activity_id"":{""pattern"":""\\.+""},""category_uid"":{""pattern"":""\\.+""}}",[],[],[],[],[],[],[],"[""amazon_security_lake""]",Amazon Security Lake rules grouped.
0990-amazon-security-lake_rules.xml,ruleset/rules,99050,0,enabled,"{""if_sid"":""99002"",""activity_name"":{""pattern"":""Established""},""category_name"":{""pattern"":""Network Activity""}}",[],[],[],[],[],[],[],"[""asl_vpc"",""amazon_security_lake""]","Amazon Security Lake - VPC - Network activity, connection established."
